hit_id,x,y,z,volume_id,layer_id,module_id
252,38.2555,48.8333,-1498,7,2,6
253,53.2814,50.7208,-1498,7,2,6
254,45.3356,48.0385,-1498,7,2,6
255,65.1795,76.3538,-1498,7,2,6
256,25.6231,33.6577,-1498,7,2,6
257,37.3758,47.9573,-1498,7,2,6
258,54.1172,51.9303,-1498,7,2,6
259,36.7801,45.951,-1498,7,2,6
260,62.1147,65.2206,-1498,7,2,6
261,22.9344,22.1949,-1498,7,2,6
262,46.6842,45.999,-1498,7,2,6
263,31.3636,34.4508,-1498,7,2,6
264,20.3758,23.0487,-1498,7,2,6
265,28.3284,27.2786,-1498,7,2,6
266,50.7384,48.8981,-1498,7,2,6
267,22.379,21.9296,-1498,7,2,6
268,51.1662,58.0987,-1498,7,2,6
269,47.3497,61.4829,-1498,7,2,6
270,19.409,27.4142,-1502,7,2,7
271,44.2853,66.8604,-1502,7,2,7
272,18.9494,33.1715,-1502,7,2,7
273,17.8585,35.8888,-1502,7,2,7
274,22.7441,46.3494,-1502,7,2,7
275,24.7552,44.6552,-1502,7,2,7
276,27.402,48.1131,-1502,7,2,7
277,13.1382,28.0903,-1502,7,2,7
278,53.4671,80.6954,-1502,7,2,7
279,35.0833,55.4805,-1502,7,2,7
280,44.4394,77.2554,-1502,7,2,7
281,28.9299,43.8122,-1502,7,2,7
282,19.6367,36.9725,-1502,7,2,7
283,45.7404,76.986,-1502,7,2,7
284,21.1925,33.5782,-1502,7,2,7
285,37.4667,55.7334,-1502,7,2,7
286,40.2104,68.6318,-1502,7,2,7
287,28.7381,48.2839,-1502,7,2,7
288,23.672,44.1315,-1502,7,2,7
289,31.9065,61.7796,-1502,7,2,7
290,17.2302,29.4091,-1502,7,2,7
291,14.6245,26.7837,-1502,7,2,7
292,21.5222,30.6713,-1502,7,2,7
293,20.7855,32.2442,-1502,7,2,7
294,31.6045,48.1766,-1502,7,2,7
295,47.5878,87.4649,-1502,7,2,7
296,17.4805,26.9467,-1502,7,2,7
297,33.3042,57.0748,-1502,7,2,7
298,19.8134,44.0551,-1502,7,2,7
299,38.2939,67.0354,-1502,7,2,7
300,57.2171,79.255,-1502,7,2,7
301,47.497,85.2115,-1502,7,2,7
302,27.3312,49.146,-1502,7,2,7
303,31.5922,51.2188,-1502,7,2,7
304,30.9001,49.9937,-1502,7,2,7
305,32.3732,89.7189,-1497.5,7,2,8
306,19.3413,27.2915,-1497.5,7,2,8
307,30.338,89.7704,-1497.5,7,2,8
308,19.7675,56.8035,-1497.5,7,2,8
309,28.6761,82.3611,-1497.5,7,2,8
310,29.8994,68.4598,-1497.5,7,2,8
311,13.4283,53.9119,-1497.5,7,2,8
312,8.52452,40.1131,-1497.5,7,2,8
313,18.3591,45.1722,-1497.5,7,2,8
314,18.9186,33.0652,-1497.5,7,2,8
315,10.881,31.9526,-1497.5,7,2,8
316,19.4048,53.4455,-1497.5,7,2,8
317,21.2174,61.2186,-1497.5,7,2,8
318,17.8221,35.7749,-1497.5,7,2,8
319,22.6753,46.185,-1497.5,7,2,8
320,40.8591,83.1597,-1497.5,7,2,8
321,24.6836,44.5008,-1497.5,7,2,8
322,27.3144,47.9774,-1497.5,7,2,8
323,8.12682,35.1027,-1497.5,7,2,8
324,13.0845,27.9957,-1497.5,7,2,8
325,23.1281,51.7206,-1497.5,7,2,8
326,20.8408,60.8319,-1497.5,7,2,8
327,19.5765,36.8747,-1497.5,7,2,8
328,14.4168,35.785,-1497.5,7,2,8
329,21.1368,33.4555,-1497.5,7,2,8
330,11.356,30.3556,-1497.5,7,2,8
331,18.8364,63.179,-1497.5,7,2,8
332,28.6813,48.1418,-1497.5,7,2,8
333,23.6216,44.0274,-1497.5,7,2,8
334,31.8119,61.5792,-1497.5,7,2,8
335,13.3229,37.4558,-1497.5,7,2,8
336,17.805,57.0306,-1497.5,7,2,8
337,17.1881,29.2793,-1497.5,7,2,8
338,35.7791,82.5241,-1497.5,7,2,8
339,31.2021,73.826,-1497.5,7,2,8
340,14.6031,26.697,-1497.5,7,2,8
341,21.4517,30.5574,-1497.5,7,2,8
342,20.7489,32.1271,-1497.5,7,2,8
343,17.4325,26.8644,-1497.5,7,2,8
344,16.9567,48.1885,-1497.5,7,2,8
345,20.2853,47.6012,-1497.5,7,2,8
346,31.6644,78.9924,-1497.5,7,2,8
347,19.7391,43.9308,-1497.5,7,2,8
348,7.55064,29.9226,-1497.5,7,2,8
349,10.2153,39.2301,-1497.5,7,2,8
350,19.6455,58.3383,-1497.5,7,2,8
351,22.4037,59.5095,-1497.5,7,2,8
352,10.6612,34.2964,-1497.5,7,2,8
353,27.243,48.9811,-1497.5,7,2,8
354,12.9279,51.1358,-1497.5,7,2,8
355,12.7901,37.7374,-1497.5,7,2,8
356,11.7202,46.5217,-1497.5,7,2,8
357,19.693,61.85,-1497.5,7,2,8
358,10.698,52.3779,-1502.5,7,2,9
359,25.4445,95.8105,-1502.5,7,2,9
360,19.8688,56.9503,-1502.5,7,2,9
361,13.5313,54.1129,-1502.5,7,2,9
362,8.5515,40.2245,-1502.5,7,2,9
363,10.9152,32.0789,-1502.5,7,2,9
364,19.4685,53.5697,-1502.5,7,2,9
365,19.2442,77.0521,-1502.5,7,2,9
366,21.2519,61.4264,-1502.5,7,2,9
367,8.84971,49.1772,-1502.5,7,2,9
368,8.17384,35.2245,-1502.5,7,2,9
369,8.61758,46.2827,-1502.5,7,2,9
370,14.7782,67.0174,-1502.5,7,2,9
371,20.9498,61.0249,-1502.5,7,2,9
372,17.5844,78.4919,-1502.5,7,2,9
373,18.8902,63.3692,-1502.5,7,2,9
374,13.3636,37.5651,-1502.5,7,2,9
375,17.8702,57.1929,-1502.5,7,2,9
376,12.0724,52.1058,-1502.5,7,2,9
377,17.7755,66.0086,-1502.5,7,2,9
378,17.024,48.3139,-1502.5,7,2,9
379,7.53605,29.9977,-1502.5,7,2,9
380,10.2453,39.355,-1502.5,7,2,9
381,20.9325,86.6546,-1502.5,7,2,9
382,19.6872,58.55,-1502.5,7,2,9
383,10.7598,34.4301,-1502.5,7,2,9
384,12.9621,51.3137,-1502.5,7,2,9
385,6.98952,29.4347,-1502.5,7,2,9
386,12.8682,37.8576,-1502.5,7,2,9
387,11.7356,46.6332,-1502.5,7,2,9
388,19.7458,62.0068,-1502.5,7,2,9
389,3.75109,54.9908,-1498,7,2,10
390,1.14045,47.9477,-1498,7,2,10
391,1.40758,46.881,-1498,7,2,10
392,2.56333,70.4881,-1498,7,2,10
393,1.23754,41.5341,-1498,7,2,10
394,-1.1304,40.7612,-1498,7,2,10
395,-0.00139066,68.4894,-1498,7,2,10
396,3.43439,43.9567,-1498,7,2,10
397,-1.36406,44.165,-1498,7,2,10
398,3.39281,63.8212,-1498,7,2,10
399,-0.523419,40.8263,-1498,7,2,10
400,-2.71771,58.829,-1498,7,2,10
401,-2.10813,57.6525,-1498,7,2,10
402,1.1568,41.1455,-1498,7,2,10
403,0.0716174,40.1024,-1498,7,2,10
404,10.2333,89.5595,-1498,7,2,10
405,1.88628,60.6107,-1498,7,2,10
406,-0.174004,53.5506,-1498,7,2,10
407,8.94434,89.1136,-1498,7,2,10
408,4.72261,36.7459,-1498,7,2,10
409,-0.0293952,51.5644,-1498,7,2,10
410,4.14285,56.1449,-1498,7,2,10
411,3.11145,31.5688,-1498,7,2,10
412,1.04094,79.1843,-1498,7,2,10
413,5.06658,45.5774,-1498,7,2,10
414,10.6028,84.6948,-1498,7,2,10
415,3.89069,94.3638,-1498,7,2,10
416,-0.580588,68.14,-1498,7,2,10
417,1.55761,59.621,-1498,7,2,10
418,5.50352,40.2955,-1498,7,2,10
419,3.13166,52.2184,-1498,7,2,10
420,1.07889,56.7246,-1498,7,2,10
421,2.54211,35.1683,-1498,7,2,10
422,5.12706,46.9832,-1498,7,2,10
423,3.19398,44.0884,-1498,7,2,10
424,-8.40901,93.7825,-1502,7,2,11
425,-7.43268,55.886,-1502,7,2,11
426,-6.16733,50.0046,-1502,7,2,11
427,-2.1013,31.4791,-1502,7,2,11
428,-1.13473,40.8651,-1502,7,2,11
429,-5.16152,82.4711,-1502,7,2,11
430,-5.49418,38.265,-1502,7,2,11
431,-0.0118498,68.6576,-1502,7,2,11
432,-7.48609,90.9775,-1502,7,2,11
433,-6.13281,47.0169,-1502,7,2,11
434,-1.30426,44.2936,-1502,7,2,11
435,-0.536584,40.9121,-1502,7,2,11
436,-7.51577,48.6572,-1502,7,2,11
437,-2.70978,58.966,-1502,7,2,11
438,-2.98707,43.3712,-1502,7,2,11
439,-2.11422,57.7716,-1502,7,2,11
440,0.0690937,40.2263,-1502,7,2,11
441,-11.8486,72.4848,-1502,7,2,11
442,-4.75218,48.5926,-1502,7,2,11
443,-0.188157,53.6914,-1502,7,2,11
444,-5.16788,67.8946,-1502,7,2,11
445,-3.9069,34.666,-1502,7,2,11
446,-11.101,67.4463,-1502,7,2,11
447,-3.94792,34.5499,-1502,7,2,11
448,-4.73397,68.1167,-1502,7,2,11
449,0.0161547,51.7326,-1502,7,2,11
450,-13.4375,87.5751,-1502,7,2,11
451,-9.62899,67.2236,-1502,7,2,11
452,-7.77747,40.5115,-1502,7,2,11
453,-7.91922,44.2244,-1502,7,2,11
454,-2.75552,32.7817,-1502,7,2,11
455,-0.58605,68.3062,-1502,7,2,11
456,-5.8153,49.3553,-1502,7,2,11
457,-3.89391,40.8736,-1502,7,2,11
458,-8.55836,54.8946,-1502,7,2,11
459,-16.136,52.3254,-1497.5,7,2,12
460,-7.39076,55.737,-1497.5,7,2,12
461,-9.38214,30.1908,-1497.5,7,2,12
462,-10.9803,36.6333,-1497.5,7,2,12
463,-15.5113,33.2315,-1497.5,7,2,12
464,-9.57936,34.8676,-1497.5,7,2,12
465,-17.8674,86.7386,-1497.5,7,2,12
466,-6.12708,49.8309,-1497.5,7,2,12
467,-14.9487,51.8781,-1497.5,7,2,12
468,-17.4943,83.257,-1497.5,7,2,12
469,-13.8265,43.9909,-1497.5,7,2,12
470,-2.10391,31.3597,-1497.5,7,2,12
471,-5.47714,38.128,-1497.5,7,2,12
472,-13.0271,29.9521,-1497.5,7,2,12
473,-22.7256,82.1293,-1497.5,7,2,12
474,-13.0975,42.0255,-1497.5,7,2,12
475,-15.1686,40.3713,-1497.5,7,2,12
476,-18.3872,53.1351,-1497.5,7,2,12
477,-6.13804,46.878,-1497.5,7,2,12
478,-22.47,76.5669,-1497.5,7,2,12
479,-29.1075,89.4355,-1497.5,7,2,12
480,-12.2785,44.8251,-1497.5,7,2,12
481,-9.17822,40.479,-1497.5,7,2,12
482,-7.50826,48.5159,-1497.5,7,2,12
483,-11.0498,37.1372,-1497.5,7,2,12
484,-2.95223,43.2463,-1497.5,7,2,12
485,-12.8928,55.0945,-1497.5,7,2,12
486,-17.1063,43.0878,-1497.5,7,2,12
487,-11.8191,72.2547,-1497.5,7,2,12
488,-24.1255,69.112,-1497.5,7,2,12
489,-10.8996,31.157,-1497.5,7,2,12
490,-4.71215,48.4351,-1497.5,7,2,12
491,-9.61752,37.5968,-1497.5,7,2,12
492,-7.0886,34.5595,-1497.5,7,2,12
493,-3.89042,34.5174,-1497.5,7,2,12
494,-11.0715,67.2131,-1497.5,7,2,12
495,-15.812,68.9675,-1497.5,7,2,12
496,-3.92591,34.451,-1497.5,7,2,12
497,-19.3463,44.9218,-1497.5,7,2,12
498,-12.8722,46.0133,-1497.5,7,2,12
499,-11.493,34.4855,-1497.5,7,2,12
500,-13.3771,87.3115,-1497.5,7,2,12
501,-9.592,67.0477,-1497.5,7,2,12
502,-7.72498,40.4229,-1497.5,7,2,12
503,-16.1797,44.5829,-1497.5,7,2,12
504,-14.0744,29.8164,-1497.5,7,2,12
505,-13.3809,27.7846,-1497.5,7,2,12
506,-12.9313,29.3388,-1497.5,7,2,12
507,-19.4173,70.7051,-1497.5,7,2,12
508,-18.0719,43.8972,-1497.5,7,2,12
509,-7.88473,44.0868,-1497.5,7,2,12
510,-2.7239,32.6571,-1497.5,7,2,12
511,-5.82365,49.2095,-1497.5,7,2,12
512,-3.88553,40.7083,-1497.5,7,2,12
513,-8.52826,54.6921,-1497.5,7,2,12
514,-13.4228,54.7319,-1497.5,7,2,12
515,-12.649,45.0834,-1497.5,7,2,12
516,-12.918,47.2749,-1497.5,7,2,12
517,-13.2369,32.9677,-1497.5,7,2,12
518,-19.9352,52.3007,-1497.5,7,2,12
519,-12.7313,30.8619,-1497.5,7,2,12
520,-29.8003,95.748,-1497.5,7,2,12
521,-22.7509,61.4589,-1497.5,7,2,12
522,-16.3139,52.7775,-1502.5,7,2,13
523,-9.39165,30.3168,-1502.5,7,2,13
524,-10.9863,36.7798,-1502.5,7,2,13
525,-15.5542,33.3047,-1502.5,7,2,13
526,-9.59246,34.9826,-1502.5,7,2,13
527,-15.0057,52.1017,-1502.5,7,2,13
528,-30.3246,67.9184,-1502.5,7,2,13
529,-31.0041,63.6794,-1502.5,7,2,13
530,-13.8829,44.1647,-1502.5,7,2,13
531,-30.8354,73.986,-1502.5,7,2,13
532,-13.0773,30.0688,-1502.5,7,2,13
533,-13.1573,42.1517,-1502.5,7,2,13
534,-15.2549,40.5522,-1502.5,7,2,13
535,-18.4258,53.3031,-1502.5,7,2,13
536,-29.2419,89.7373,-1502.5,7,2,13
537,-12.3091,44.9384,-1502.5,7,2,13
538,-21.7855,46.1274,-1502.5,7,2,13
539,-9.73432,28.531,-1502.5,7,2,13
540,-30.4944,72.9015,-1502.5,7,2,13
541,-11.0876,37.2858,-1502.5,7,2,13
542,-23.0881,57.7648,-1502.5,7,2,13
543,-30.188,75.9508,-1502.5,7,2,13
544,-17.1286,43.2465,-1502.5,7,2,13
545,-24.6852,53.3893,-1502.5,7,2,13
546,-24.2552,69.3365,-1502.5,7,2,13
547,-24.3668,56.0174,-1502.5,7,2,13
548,-10.9676,31.2471,-1502.5,7,2,13
549,-19.3907,45.0493,-1502.5,7,2,13
550,-35.0376,85.8295,-1502.5,7,2,13
551,-12.872,46.1665,-1502.5,7,2,13
552,-11.5447,34.6002,-1502.5,7,2,13
553,-16.2357,44.7492,-1502.5,7,2,13
554,-14.155,29.9268,-1502.5,7,2,13
555,-27.2283,65.6696,-1502.5,7,2,13
556,-13.4078,27.8618,-1502.5,7,2,13
557,-12.9791,29.4397,-1502.5,7,2,13
558,-18.1134,44.0563,-1502.5,7,2,13
559,-26.4579,60.9353,-1502.5,7,2,13
560,-12.7123,45.2584,-1502.5,7,2,13
561,-19.3195,39.7819,-1502.5,7,2,13
562,-12.9544,47.4109,-1502.5,7,2,13
563,-13.2512,33.1018,-1502.5,7,2,13
564,-19.978,52.4775,-1502.5,7,2,13
565,-12.7357,30.9426,-1502.5,7,2,13
566,-22.8952,61.7413,-1502.5,7,2,13
567,-29.8861,82.4079,-1502.5,7,2,13
568,-32.8881,67.1826,-1502.5,7,2,13
569,-51.1049,72.2472,-1498,7,2,14
570,-24.7761,33.4932,-1498,7,2,14
571,-18.6904,26.3372,-1498,7,2,14
572,-40.3028,53.4715,-1498,7,2,14
573,-30.4769,39.8295,-1498,7,2,14
574,-23.8593,40.3223,-1498,7,2,14
575,-19.8311,29.8256,-1498,7,2,14
576,-49.3485,66.2646,-1498,7,2,14
577,-18.7413,27.0977,-1498,7,2,14
578,-39.0125,59.4042,-1498,7,2,14
579,-31.256,48.852,-1498,7,2,14
580,-49.1328,68.8377,-1498,7,2,14
581,-26.4828,50.9194,-1498,7,2,14
582,-48.1408,80.0419,-1498,7,2,14
583,-33.1844,49.3195,-1498,7,2,14
584,-40.4281,76.5469,-1498,7,2,14
585,-35.3839,55.4925,-1498,7,2,14
586,-43.0652,67.7401,-1498,7,2,14
587,-31.4368,39.7691,-1498,7,2,14
588,-46.7506,83.2279,-1498,7,2,14
589,-27.4556,43.99,-1498,7,2,14
590,-37.4797,57.5727,-1498,7,2,14
591,-21.104,35.3477,-1498,7,2,14
592,-16.7771,27.2341,-1498,7,2,14
593,-45.212,72.296,-1498,7,2,14
594,-21.8626,34.289,-1498,7,2,14
595,-28.3906,51.9273,-1498,7,2,14
596,-34.1491,46.6832,-1498,7,2,14
597,-23.4178,43.4297,-1498,7,2,14
