particle_id,particle_type,vx,vy,vz,px,py,pz,q,nhits
4506898162253824,321,0.00727761,0.00104224,-60.9044,0.546242,0.0891177,0.585169,1,4
4506966881730560,211,0.00727761,0.00104224,-60.9044,0.435461,-0.869174,1.16705,1,11
4507035601207296,-211,0.00727761,0.00104224,-60.9044,0.495198,0.779644,0.34218,-1,11
4507173040160768,-211,0.00727761,0.00104224,-60.9044,-0.40794,0.275777,2.19049,-1,11
4507241759637504,2212,0.00727761,0.00104224,-60.9044,-0.601573,0.968109,2.6415,1,12
4507379198590976,321,0.00727761,0.00104224,-60.9044,-2.19442,0.891682,6.98317,1,15
4507447918067712,-211,0.00727761,0.00104224,-60.9044,-0.1823,0.273218,2.85844,-1,11
4507516637544448,211,0.00727761,0.00104224,-60.9044,0.0719723,0.787702,7.34147,1,12
4507585357021184,-211,0.00727761,0.00104224,-60.9044,-0.33427,-0.852561,-12.7751,-1,11
4507654076497920,211,0.00727761,0.00104224,-60.9044,0.00529861,-0.413643,-5.2955,1,12
4507791515451392,321,0.00727761,0.00104224,-60.9044,0.359802,0.350995,-3.44454,1,12
4507860234928128,-321,0.00727761,0.00104224,-60.9044,0.114398,-0.344623,-0.436285,-1,12
4507928954404864,211,0.00727761,0.00104224,-60.9044,-0.231346,0.301741,-0.0818087,1,13
4507997673881600,-211,0.00727761,0.00104224,-60.9044,-0.485479,-0.184567,1.36864,-1,14
4508066393358336,211,0.00727761,0.00104224,-60.9044,-2.41534,-0.00234095,5.12559,1,12
4508135112835072,211,0.00727761,0.00104224,-60.9044,0.0390933,0.418425,4.36716,1,15
4508272551788544,-2212,0.00727761,0.00104224,-60.9044,0.023697,0.723406,1.63412,-1,0
4508341271265280,321,0.00727761,0.00104224,-60.9044,-2.13767,1.33421,4.01893,1,2
4508409990742016,-211,0.00727761,0.00104224,-60.9044,0.250488,0.793572,0.433,-1,11
4508547429695488,-211,0.00727761,0.00104224,-60.9044,0.185623,-0.259873,0.273367,-1,11
4508616149172224,-211,0.00727761,0.00104224,-60.9044,0.124622,-0.388665,-0.643567,-1,10
4508684868648960,211,0.00727761,0.00104224,-60.9044,0.310368,-0.415159,-0.126814,1,13
4508753588125696,-211,0.00727761,0.00104224,-60.9044,-0.253197,-0.862355,0.142661,-1,11
4508822307602432,321,0.00727761,0.00104224,-60.9044,-0.0756442,-6.05416,-4.6686,1,13
4508891027079168,-321,0.00727761,0.00104224,-60.9044,0.713356,-4.90916,-1.37784,-1,13
4509097185509376,2212,0.00727761,0.00104224,-60.9044,-0.311077,-0.468742,0.0159229,1,14
4509165904986112,-211,0.00727761,0.00104224,-60.9044,0.3106,0.149032,0.0701451,-1,9
4509234624462848,-211,0.00727761,0.00104224,-60.9044,-0.0442954,0.353837,6.41475,-1,13
4509303343939584,211,0.00727761,0.00104224,-60.9044,-0.295878,-0.318299,0.136398,1,15
4509440782893056,2212,0.00727761,0.00104224,-60.9044,0.19662,0.469792,-8.80227,1,16
4509646941323264,211,0.00727761,0.00104224,-60.9044,-0.274187,0.123167,-0.543198,1,11
4509715660800000,-211,0.00727761,0.00104224,-60.9044,0.176363,-0.486352,0.436001,-1,17
4509784380276736,211,0.00727761,0.00104224,-60.9044,-0.0376463,0.380244,-0.311842,1,14
4509853099753472,-211,0.00727761,0.00104224,-60.9044,-0.138076,-0.0310576,-0.590978,-1,0
4509921819230208,211,0.00727761,0.00104224,-60.9044,0.116552,-0.246122,-0.180665,1,14
4509990538706944,-211,0.00727761,0.00104224,-60.9044,-0.0845936,-0.0848093,-0.290313,-1,0
4510059258183680,2212,0.00727761,0.00104224,-60.9044,0.171259,-0.125122,-1.20831,1,12
4510540294520832,-211,0.00727761,0.00104224,-60.9044,2.02619,0.193052,-48.2761,-1,2
4510883891904512,-211,0.00727761,0.00104224,-60.9044,-1.88842,1.46918,-39.0226,-1,15
4510952611381248,321,0.00727761,0.00104224,-60.9044,0.460488,1.01039,-17.489,1,15
4511021330857984,-321,0.00727761,0.00104224,-60.9044,-0.182196,0.78183,-9.12014,-1,13
4511090050334720,321,0.00727761,0.00104224,-60.9044,-0.452324,0.269988,-5.8832,1,11
4511158769811456,-321,0.00727761,0.00104224,-60.9044,0.079369,1.07216,-13.1764,-1,10
4511227489288192,-211,0.00727761,0.00104224,-60.9044,0.47048,-0.562057,-7.0096,-1,13
4511296208764928,-211,0.00727761,0.00104224,-60.9044,0.34493,-0.00604993,-6.00752,-1,15
4511364928241664,-211,0.00727761,0.00104224,-60.9044,-0.389625,-0.542282,-3.8048,-1,15
4511433647718400,211,0.00727761,0.00104224,-60.9044,0.577626,-1.5495,-6.38724,1,11
4511502367195136,-211,0.00727761,0.00104224,-60.9044,-0.550511,-0.504139,-1.31244,-1,14
4511571086671872,211,0.00727761,0.00104224,-60.9044,5.23816,-6.94418,3.57066,1,11
4511639806148608,-211,0.00727761,0.00104224,-60.9044,1.43469,-2.46503,0.929342,-1,12
4511914684055552,-321,0.00727761,0.00104224,-60.9044,0.274775,-1.26625,14.3487,-1,8
4511983403532288,211,0.00727761,0.00104224,-60.9044,1.18981,-1.66406,1.61756,1,7
4512120842485760,-321,0.00727761,0.00104224,-60.9044,-1.82857,-0.497691,0.883911,-1,12
4512189561962496,211,0.00727761,0.00104224,-60.9044,-0.776749,0.0959947,0.801796,1,11
4512258281439232,211,0.00727761,0.00104224,-60.9044,-0.167035,-0.276461,-0.378443,1,7
4512327000915968,-211,0.00727761,0.00104224,-60.9044,-0.0825073,0.389557,0.0618794,-1,11
4512395720392704,-211,0.00727761,0.00104224,-60.9044,0.342075,-0.083181,-1.06225,-1,9
4512464439869440,211,0.00727761,0.00104224,-60.9044,0.140663,0.176432,-1.63878,1,14
4512533159346176,-211,0.00727761,0.00104224,-60.9044,-0.230465,-0.168116,-0.158634,-1,5
4512670598299648,211,0.00727761,0.00104224,-60.9044,0.804513,-0.677511,-2.75642,1,13
4512739317776384,-211,0.00727761,0.00104224,-60.9044,-0.279297,0.0308263,1.19954,-1,12
4512808037253120,211,0.00727761,0.00104224,-60.9044,-6.75109,0.492194,31.8974,1,12
4512876756729856,-211,0.00727761,0.00104224,-60.9044,-0.911913,-0.451718,7.52731,-1,11
4512945476206592,211,0.00727761,0.00104224,-60.9044,-0.449122,0.0443925,4.34214,1,16
4513014195683328,-211,0.00727761,0.00104224,-60.9044,-0.146437,-0.538775,6.37664,-1,0
4513220354113536,-321,0.00727761,0.00104224,-60.9044,-0.118834,-0.556841,-3.61724,-1,12
4513289073590272,211,0.00727761,0.00104224,-60.9044,0.208895,0.284879,1.05229,1,7
4513357793067008,-211,0.00727761,0.00104224,-60.9044,-0.219303,0.0132381,0.192113,-1,5
4513426512543744,-211,0.00727761,0.00104224,-60.9044,-1.29484,0.087162,-0.295076,-1,11
4513495232020480,211,0.00727761,0.00104224,-60.9044,-0.636781,0.461415,0.532097,1,11
4513563951497216,-211,0.00727761,0.00104224,-60.9044,-0.565012,1.20985,0.0406928,-1,14
4513701390450688,-211,0.00727761,0.00104224,-60.9044,-1.28946,-0.787046,-14.769,-1,0
4513770109927424,-211,0.00727761,0.00104224,-60.9044,-0.00593922,-0.151235,-2.78843,-1,5
4513907548880896,-211,0.00727761,0.00104224,-60.9044,-0.094044,-0.0510784,2.18365,-1,0
4514044987834368,211,0.00727761,0.00104224,-60.9044,-0.149448,0.011143,3.66734,1,1
4514594743648256,211,0.00727761,0.00104224,-60.9044,-0.322167,0.0866018,0.785821,1,14
4514663463124992,-211,0.00727761,0.00104224,-60.9044,1.07287,-0.196243,-0.193661,-1,12
4514732182601728,-321,0.00727761,0.00104224,-60.9044,0.941911,-0.339866,0.566917,-1,12
4514800902078464,-211,0.00727761,0.00104224,-60.9044,0.722311,0.113285,1.20831,-1,5
4514869621555200,2212,0.00727761,0.00104224,-60.9044,2.40012,-0.958634,4.78364,1,14
4514938341031936,-211,0.00727761,0.00104224,-60.9044,0.262901,-0.127803,1.07451,-1,14
4515075779985408,211,0.00727761,0.00104224,-60.9044,0.539072,0.0144924,1.20873,1,12
4515144499462144,-211,0.00727761,0.00104224,-60.9044,-0.266545,0.022009,1.89263,-1,2
4515556816322560,-211,0.00727761,0.00104224,-60.9044,-0.127206,-0.137103,-0.792092,-1,14
4515625535799296,211,0.00727761,0.00104224,-60.9044,0.188126,-0.0944761,-1.2313,1,8
4515694255276032,-211,0.00727761,0.00104224,-60.9044,-0.433599,-0.15207,-1.10064,-1,13
4515900413706240,-211,0.00727761,0.00104224,-60.9044,-0.475173,-0.280526,8.57257,-1,12
4515969133182976,-211,0.00727761,0.00104224,-60.9044,0.312618,0.906089,4.68408,-1,12
4516037852659712,211,0.00727761,0.00104224,-60.9044,-0.633816,-0.097739,1.02097,1,11
4516106572136448,-321,0.00727761,0.00104224,-60.9044,-1.47967,1.72813,1.91884,-1,6
4516244011089920,211,0.00727761,0.00104224,-60.9044,0.571997,0.128685,0.376908,1,3
4516312730566656,211,0.00727761,0.00104224,-60.9044,-0.138887,0.0380991,1.32015,1,0
4516381450043392,211,0.00727761,0.00104224,-60.9044,-0.0994517,0.557514,0.71625,1,11
4516450169520128,-211,0.00727761,0.00104224,-60.9044,-0.608404,0.616695,0.300874,-1,14
4516518888996864,-2212,0.00727761,0.00104224,-60.9044,0.222062,-0.626098,0.129477,-1,13
4516587608473600,211,0.00727761,0.00104224,-60.9044,0.0229302,-0.208612,-0.214729,1,13
4516656327950336,211,0.00727761,0.00104224,-60.9044,-0.0458909,-0.304993,-0.286067,1,10
4516725047427072,211,0.00727761,0.00104224,-60.9044,-0.22451,-1.14764,-0.273701,1,12
4516793766903808,-321,0.00727761,0.00104224,-60.9044,0.139855,-4.11738,-2.45363,-1,14
4516862486380544,211,0.00727761,0.00104224,-60.9044,0.429133,-2.05239,-0.929827,1,11
4516931205857280,321,0.00727761,0.00104224,-60.9044,0.0565883,-0.68031,-0.404747,1,11
4516999925334016,-211,0.00727761,0.00104224,-60.9044,-0.385774,-0.836243,-0.0176929,-1,3
4517137364287488,-211,0.00727761,0.00104224,-60.9044,0.129488,-0.693916,-0.90988,-1,15
4517412242194432,-211,0.00727761,0.00104224,-60.9044,-0.0603531,0.180789,-0.622822,-1,4
4517480961671168,-211,0.00727761,0.00104224,-60.9044,-0.269525,-0.0449694,-0.367363,-1,13
4517549681147904,211,0.00727761,0.00104224,-60.9044,0.12854,-0.251271,-4.57787,1,0
4517824559054848,-211,0.00727761,0.00104224,-60.9044,-0.193117,-0.45014,9.91741,-1,15
4517893278531584,211,0.00727761,0.00104224,-60.9044,-0.271638,0.217392,-0.894229,1,12
4517961998008320,-211,0.00727761,0.00104224,-60.9044,0.175114,0.058586,0.0133557,-1,8
4518717912252416,211,0.00727761,0.00104224,-60.9044,0.163125,-0.346558,-5.44353,1,12
4518786631729152,211,0.00727761,0.00104224,-60.9044,-0.810825,-0.331894,-22.6672,1,10
4518924070682624,321,0.00727761,0.00104224,-60.9044,-1.36117,0.612395,-38.2318,1,10
4518992790159360,-211,0.00727761,0.00104224,-60.9044,-1.34555,0.696234,-28.4205,-1,12
4519061509636096,211,0.00727761,0.00104224,-60.9044,-0.114708,0.271718,-1.64828,1,13
4519130229112832,-321,0.00727761,0.00104224,-60.9044,0.179574,0.627885,-6.51051,-1,4
4519198948589568,211,0.00727761,0.00104224,-60.9044,0.150459,0.496154,-8.29852,1,14
4519267668066304,211,0.00727761,0.00104224,-60.9044,0.695135,0.263876,-8.99145,1,0
4519405107019776,211,0.00727761,0.00104224,-60.9044,0.00830363,-0.187724,-0.829198,1,11
4519473826496512,211,0.00727761,0.00104224,-60.9044,0.082702,-0.0694205,-1.25114,1,0
4519542545973248,211,0.00727761,0.00104224,-60.9044,-0.016238,-0.130553,-0.643623,1,0
4519611265449984,-211,0.00727761,0.00104224,-60.9044,-0.109689,-1.19299,-9.05431,-1,10
4519679984926720,211,0.00727761,0.00104224,-60.9044,0.528773,-0.596656,-0.604668,1,14
4519748704403456,-211,0.00727761,0.00104224,-60.9044,0.133781,0.0109192,0.162258,-1,0
4519817423880192,211,0.00727761,0.00104224,-60.9044,0.033234,-0.850829,-0.868201,1,11
4504424277872641,2212,-355.74,3.21313,304.223,-0.176514,0.258916,0.0702309,1,8
4504699155779585,211,-173.712,-309.688,-67.3177,0.0912366,0.23143,-0.172152,1,11
4504905314209793,-211,-17.3298,-199.248,-491.282,-0.0907297,-0.137454,-0.0378019,-1,4
4504905314213890,2212,-17.3298,-199.248,-491.282,-0.259428,0.0591246,-0.0762168,1,6
4504905314217986,211,-17.3298,-199.248,-491.282,0.265502,0.105956,-0.0643741,1,8
4505042753163265,211,-71.5218,9.83522,335.085,0.15104,-0.395908,0.268765,1,7
4505042753167362,211,-71.5218,9.83522,335.085,-0.049169,0.142917,-0.0947742,1,0
4505867386884097,211,-29.3926,-11.1917,-229.61,0.06975,-0.247606,0.0206011,1,12
4506004825837569,-211,-163.784,190.047,2548.5,0.0305912,0.0988251,-0.0836714,-1,0
4506485862174721,-211,239.007,24.0051,1500,0.264314,0.175181,-0.0450287,-1,0
4506554581651457,-211,40.043,-92.4148,962.5,0.185024,-0.177926,0.135964,-1,4
4506760740081665,211,237.953,-129.031,1498.5,0.0231925,0.393651,-0.0373517,1,0
4506760740085762,2212,237.953,-129.031,1498.5,0.0506294,-0.142038,0.194589,1,0
4506898179035137,-211,199.752,9.95139,150.828,-0.124555,-0.0141111,-0.114414,-1,0
4507173056942081,-211,-624.71,163.557,2945.5,0.0499578,0.223306,-0.00979935,-1,0
4507173056946178,2212,-624.71,163.557,2945.5,-0.129047,-0.0530652,0.502673,1,0
4507241776418817,-211,-282.116,746.958,1800,0.0385333,-0.175014,0.105822,-1,0
4507241776422914,-211,-282.116,746.958,1800,0.105209,-0.0259724,-0.029889,-1,0
4508272568569857,-211,0.480062,18.9939,-18.0094,0.254677,-0.0557922,-0.201007,-1,10
4508341288046593,211,-98.1896,63.1719,125.375,-0.13176,-0.126037,-0.0105937,1,6
4508341288050690,211,-98.1896,63.1719,125.375,-0.0688531,-0.163206,0.0475916,1,5
4508341288054786,211,-98.1896,63.1719,125.375,0.139279,0.350627,0.131558,1,9
4510540311302145,211,31.8556,3.18336,-820,0.213501,-0.132001,-0.121899,1,5
4510540311306242,2212,31.8556,3.18336,-820,-0.246554,0.313946,-0.0999378,1,5
4511983420313601,2212,193.276,-302.851,222.699,0.188541,0.0255859,-0.0919233,1,4
4512258315005954,2212,-551.232,-358.775,-547.208,0.314727,-0.346299,-0.0740515,1,2
4512258315010050,2212,-551.232,-358.775,-547.208,-0.232741,0.260136,-0.00540074,1,0
4512258315014146,2212,-551.232,-358.775,-547.208,-0.0901542,0.0483694,0.0683545,1,0
4512258298220545,2212,-276.318,-225.119,-489.943,-0.0315414,-0.119199,-0.12866,1,1
4512258298224642,2212,-276.318,-225.119,-489.943,-0.244739,-0.219894,-0.0616499,1,2
4512258298241026,211,-276.318,-225.119,-489.943,0.0794835,0.0899596,0.0698292,1,0
4512258298245122,2212,-276.318,-225.119,-489.943,0.104229,0.147962,0.0318984,1,0
4512395737174017,2212,707.274,296.962,-2544.5,0.0240339,-0.133906,0.0795562,1,0
4512395737178114,-211,707.274,296.962,-2544.5,-0.0247195,0.185971,-0.11553,-1,0
4512395737182210,2212,707.274,296.962,-2544.5,0.0195982,-0.101474,0.054926,1,0
4513289090371585,2212,345.05,232.205,1220,0.129316,-0.239925,0.215771,1,1
4513289090375682,211,345.05,232.205,1220,0.193114,0.0300751,-0.0534691,1,0
4513289090379778,211,345.05,232.205,1220,-0.112983,0.117389,-0.150003,1,4
4513289090383874,211,345.05,232.205,1220,-0.108689,0.0502066,-0.000455506,1,0
4513357809848321,2212,-243.786,-76.1109,162.123,0.415028,-0.0327065,0.2157,1,8
4513701407232001,2212,-16.1789,-9.96211,-246.727,0.0957264,0.159559,0.240141,1,9
4514800918859777,2212,246.615,66.3735,362.14,-0.0819972,0.216343,-0.145286,1,4
4514800918863874,211,246.615,66.3735,362.14,-0.150886,-0.177058,0.197177,1,9
4514800918867970,-211,246.615,66.3735,362.14,0.10897,-0.03853,-0.0226905,-1,0
4515625552580609,-211,145.618,-137.096,-1257.77,-0.00822643,0.154669,-0.00483303,-1,0
4515625552584706,-211,145.618,-137.096,-1257.77,0.177544,0.124887,-0.00389128,-1,0
4515625552588802,2212,145.618,-137.096,-1257.77,0.0305536,0.110232,0.0346854,1,0
4516106588917761,211,-172.42,188.404,154.496,-0.111016,0.143919,0.0971709,1,6
4516106588921858,-211,-172.42,188.404,154.496,0.14635,-0.401768,-0.229653,-1,8
4516244027871233,211,114.463,19.0343,13.7538,0.11819,-0.0691479,-0.276322,1,0
4517412258975745,-211,-56.5702,102.394,-444.188,-0.12688,0.0454108,-0.28679,-1,0
4517549697929217,-211,13.3314,-28.4017,-570.569,0.0345714,-0.291255,0.16089,-1,5
4517549697933314,2212,13.3314,-28.4017,-570.569,-0.0198405,0.301165,0.0553817,1,8
4519130245894145,-211,18.3906,74.0205,-822.5,-0.0700115,-0.196233,-0.430563,-1,8
4519267684847617,211,33.3796,12.1181,-490.16,0.196424,0.112021,0.203123,1,8
4519267684851714,2212,33.3796,12.1181,-490.16,-0.145709,0.0523671,-0.0853845,1,2
4519267684855810,-211,33.3796,12.1181,-490.16,0.0605172,-0.169071,0.00126182,-1,6
4520161021263872,211,0.00727761,0.00104224,-60.9044,14.0244,12.6046,20.3037,1,2
4520229740740608,-211,0.00727761,0.00104224,-60.9044,15.6988,14.4945,22.9183,-1,11
4520298460217344,-11,0.0150895,0.0162431,-60.504,-0.262491,0.104411,0.630095,1,14
4520573338124288,321,0.0252712,-0.0149566,-60.577,1.48396,-1.29266,28.2944,1,11
4520642057601024,-211,0.0252712,-0.0149566,-60.577,1.66958,-1.43975,35.1399,-1,10
4520779496554496,211,0.00727761,0.00104224,-60.9044,1.11842,-1.51832,1.11074,1,11
4520848216031232,-211,0.00727761,0.00104224,-60.9044,1.56987,-2.13899,2.07414,-1,13
4521054374461440,211,0.00727761,0.00104224,-60.9044,0.800852,0.141443,0.84996,1,12
4521123093938176,-211,0.00727761,0.00104224,-60.9044,0.430969,0.421721,0.815683,-1,8
4521191813414912,211,0.00727761,0.00104224,-60.9044,-0.0887391,0.110732,-0.216091,1,0
4521260532891648,-211,0.00727761,0.00104224,-60.9044,-0.0426452,-0.175614,-0.0971477,-1,7
4521397971845120,-211,0.00727761,0.00104224,-60.9044,-0.0204086,-0.111423,-0.149292,-1,0
4521466691321856,211,0.00727761,0.00104224,-60.9044,0.570954,-0.296764,-1.52935,1,10
4521123110719489,2212,262.353,428.785,623.756,0.190279,0.181487,0.0521831,1,4
4521123110723586,-211,262.353,428.785,623.756,-0.0966693,-0.0922094,-0.0619103,-1,1
4521879008182272,211,0.00727761,0.00104224,-60.9044,-1.31276,-0.0705479,5.77122,1,13
4521947727659008,-211,0.00727761,0.00104224,-60.9044,-1.52815,-0.0406511,8.81953,-1,12
4522428763996160,211,0.00727761,0.00104224,-60.9044,-0.271835,-0.0826224,-0.0188087,1,11
4522497483472896,-211,0.00727761,0.00104224,-60.9044,-0.254367,0.160717,0.192689,-1,11
4522841080856576,2212,-3.17257,4.03435,-59.1192,-1.02891,1.17189,0.361766,1,11
4523322117193728,-2212,-36.2578,-22.2922,-257.822,-0.418977,-0.275388,-2.78864,-1,12
4523390836670464,211,-36.2578,-22.2922,-257.822,-0.182172,-0.0941578,-0.475561,1,9
4524352909344768,211,0.00727761,0.00104224,-60.9044,0.151212,0.453267,11.8005,1,14
4524559067774976,-211,0.00727761,0.00104224,-60.9044,0.105454,0.34352,3.08112,-1,11
4524833945681920,211,0.00727761,0.00104224,-60.9044,0.247922,-0.215662,0.131153,1,17
4524902665158656,-211,0.00727761,0.00104224,-60.9044,0.882748,-0.345352,0.211604,-1,3
4524971384635392,211,0.00727761,0.00104224,-60.9044,0.204116,-0.00310611,0.0183312,1,9
4525040104112128,-211,0.00727761,0.00104224,-60.9044,0.791672,-0.273822,-0.172303,-1,9
4525246262542336,211,0.00727761,0.00104224,-60.9044,0.231721,0.0907011,0.87744,1,10
4525314982019072,-211,0.00727761,0.00104224,-60.9044,0.225192,0.442828,1.45331,-1,2
4525314998800385,2212,29.6591,64.8018,147.603,-0.166497,-0.0815606,-0.0842291,1,5
4525521140449280,211,0.00727761,0.00104224,-60.9044,-0.23047,-0.156763,1.10349,1,13
4525589859926016,-211,0.00727761,0.00104224,-60.9044,-0.229874,0.0637257,2.99802,-1,13
4527239127367680,211,0.00727761,0.00104224,-60.9044,-1.15619,0.389841,1.33773,1,13
4527307846844416,-211,0.00727761,0.00104224,-60.9044,-0.0345016,0.113978,0.259782,-1,0
4527445285797888,-13,-1.52489,0.654869,-59.7903,-1.80802,0.107287,0.560917,1,14
4527926322135040,11,0.00727064,0.00105307,-60.9044,-0.0519564,0.130327,0.242681,-1,0
4528338638995456,211,0.00727761,0.00104224,-60.9044,-0.168854,-0.25408,-0.139504,1,11
4528407358472192,-211,0.00727761,0.00104224,-60.9044,-0.141916,-0.0456046,0.0808893,-1,0
4529094553239552,211,0.00727761,0.00104224,-60.9044,0.467163,0.118489,2.18159,1,12
4530812540157952,211,0.00727761,0.00104224,-60.9044,-0.117038,-0.157808,-5.20273,1,11
4530881259634688,-211,0.00727761,0.00104224,-60.9044,-0.195177,-0.230282,-8.19827,-1,8
4531431015448576,211,0.00727761,0.00104224,-60.9044,0.192767,-0.768806,-5.66463,1,15
4531499734925312,-211,0.00727761,0.00104224,-60.9044,0.608598,-0.843747,-5.19871,-1,12
4532393088122880,211,0.584929,-0.432081,-63.2377,0.399836,-0.16547,-1.94792,1,13
4532461807599616,-211,0.584929,-0.432081,-63.2377,0.499465,-0.508826,-1.68463,-1,13
4532530527076352,-2212,53.782,-27.7136,-153.925,2.5143,-1.29014,-4.18484,-1,11
4532599246553088,211,53.782,-27.7136,-153.925,0.541044,-0.284531,-1.10033,1,10
4533492599750656,211,-11.2453,-8.1942,-129.529,-1.23033,-0.861366,-6.51204,1,12
4533561319227392,-211,-11.2453,-8.1942,-129.529,-0.29428,-0.249005,-2.78591,-1,12
4533904916611072,211,-43.5394,36.5758,-372.372,-0.529391,0.203325,-2.54124,1,13
4533973636087808,-211,-43.5394,36.5758,-372.372,-0.397402,0.575086,-4.08765,-1,12
4534179794518016,211,-3.75086,3.80847,49.6157,-0.166343,0.34518,4.36944,1,11
4534248513994752,-211,-3.75086,3.80847,49.6157,-0.0692576,-0.106489,2.55916,-1,1
4534179811299329,-211,-63.6432,189.604,2226.62,-0.0164496,-0.210234,-0.170982,-1,0
4534179811303426,211,-63.6432,189.604,2226.62,-0.0340249,0.219962,0.302785,1,1
4535416745099264,211,29.1979,-19.6283,66.3851,0.724543,-0.261259,2.46236,1,11
4535485464576000,-211,29.1979,-19.6283,66.3851,0.202174,-0.361914,1.57871,-1,5
4535485498134529,-211,-306.037,-688.285,2150,0.186679,-0.360535,-0.230197,-1,0
4535485498138626,-211,-306.037,-688.285,2150,0.0560255,0.134521,0.100829,-1,0
4535485481357313,-211,168.354,-196.272,924.899,-0.0439043,0.214671,0.136334,-1,4
4535554184052736,211,93.7787,132.957,-15.3586,0.506322,0.843716,0.407488,1,9
4535622903529472,-211,93.7787,132.957,-15.3586,0.216083,0.180566,-0.0566083,-1,6
4535829061959680,211,-65.9194,-22.0135,-839.095,-0.645149,-0.186616,-6.6538,1,11
4536928573587456,211,-8.73502,-15.7702,-55.8408,-0.180651,-0.183662,-0.130989,1,11
4536997293064192,-211,-8.73502,-15.7702,-55.8408,-0.0326011,-0.201049,0.254508,-1,12
4537478329401344,211,37.1536,-9.12173,-72.4349,0.703907,-0.21554,-0.15672,1,9
4539539913703424,211,53.64,-14.8146,-51.7422,1.08737,-0.403098,0.370305,1,10
4539608633180160,-211,53.64,-14.8146,-51.7422,1.54589,-0.324317,0.0795394,-1,10
4539677352656896,211,-13.8667,-23.7539,-89.152,-0.407987,-0.891389,-0.75223,1,11
4539746072133632,-211,-13.8667,-23.7539,-89.152,-0.298612,-0.318444,-0.686411,-1,8
4540227108470784,321,0.0150895,0.0162431,-60.504,0.0612447,0.181207,3.14631,1,13
